PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"36035970","Chronic clomipramine treatment reverses depressogenic-like effects of a chronic treatment with dexamethasone in rats","Laaziz A, El Mostafi H, Elhessni A, Touil T, Doumar H, Mesfioui A.","IBRO Neurosci Rep. 2022 Aug 1;13:147-155. doi: 10.1016/j.ibneur.2022.07.007. eCollection 2022 Dec.","Laaziz A","IBRO Neurosci Rep","2022","2022/08/29","PMC9400083","","10.1016/j.ibneur.2022.07.007"
"40878907","The Use of Light-Based Therapies in the Treatment of Alopecia","Vanaria RJ, Chaudry A, Nestor MS.","J Cosmet Dermatol. 2025 Sep;24(9):e70434. doi: 10.1111/jocd.70434.","Vanaria RJ","J Cosmet Dermatol","2025","2025/08/29","PMC12395542","","10.1111/jocd.70434"
"34047666","Radiology: Imaging Cancer: Now Indexed in MEDLINE!","Luker GD.","Radiol Imaging Cancer. 2021 May;3(3):e210052. doi: 10.1148/rycan.2021210052.","Luker GD","Radiol Imaging Cancer","2021","2021/05/28","PMC8183229","","10.1148/rycan.2021210052"
"36691071","Preoperative hemoglobin and perioperative blood transfusion in major head and neck surgery: a systematic review and meta-analysis","Ali M, Dort JC, Sauro KM.","J Otolaryngol Head Neck Surg. 2023 Jan 24;52(1):3. doi: 10.1186/s40463-022-00588-4.","Ali M","J Otolaryngol Head Neck Surg","2023","2023/01/23","PMC9872343","","10.1186/s40463-022-00588-4"
"38317925","Body-site effect on CPM efficiency in healthy subjects: Central vs. peripheral stimulation","Granovsky Y, Sprecher E, Yarovinsky N, Shor M, Crystal S.","Heliyon. 2024 Jan 25;10(3):e25156. doi: 10.1016/j.heliyon.2024.e25156. eCollection 2024 Feb 15.","Granovsky Y","Heliyon","2024","2024/02/06","PMC10839622","","10.1016/j.heliyon.2024.e25156"
"37025479","Classification of multiple sclerosis women with voiding dysfunction using machine learning: Is functional connectivity or structural connectivity a better predictor?","Tran K, Salazar BH, Boone TB, Khavari R, Karmonik C.","BJUI Compass. 2023 Jan 28;4(3):277-284. doi: 10.1002/bco2.217. eCollection 2023 May.","Tran K","BJUI Compass","2023","2023/04/07","PMC10071087","","10.1002/bco2.217"
"39644147","A systematic review of dexmedetomidine pharmacology in pediatric patients","O'Kane A, Quinney SK, Kinney E, Bergstrom RF, Tillman EM.","Clin Transl Sci. 2024 Dec;17(12):e70020. doi: 10.1111/cts.70020.","O'Kane A","Clin Transl Sci","2024","2024/12/07","PMC11624482","","10.1111/cts.70020"
"40427161","A Two-Stage Phase 2, Multicenter, Randomized, Double-Blind, Placebo-Controlled Study to Evaluate the Safety and Efficacy of Ec-18 in Altering the Severity and Course of Oral Mucositis Secondary to Chemoradiation Therapy for Squamous Cell Cancers of the Head and Neck","Henson C, Clayburgh D, Lee A, Wong D, Kudrimoti M, Lee S, Kalman N, Rao K, Sohn KY, Crawford J, Villa A, Sonis S.","Cancers (Basel). 2025 May 14;17(10):1663. doi: 10.3390/cancers17101663.","Henson C","Cancers (Basel)","2025","2025/05/28","PMC12109969","","10.3390/cancers17101663"
"26156871","TM-MC: a database of medicinal materials and chemical compounds in Northeast Asian traditional medicine","Kim SK, Nam S, Jang H, Kim A, Lee JJ.","BMC Complement Altern Med. 2015 Jul 9;15:218. doi: 10.1186/s12906-015-0758-5.","Kim SK","BMC Complement Altern Med","2015","2015/07/10","PMC4495939","","10.1186/s12906-015-0758-5"
"41048904","Early muscle hypotonia as a potential marker for autism spectrum disorder: a systematic review","Zhang T, Wang J, Cao Z, Ma Y, Lv Z.","Front Psychiatry. 2025 Sep 18;16:1598182. doi: 10.3389/fpsyt.2025.1598182. eCollection 2025.","Zhang T","Front Psychiatry","2025","2025/10/06","PMC12488687","","10.3389/fpsyt.2025.1598182"
"35619910","Reducing Metabolic Dysregulation in Obese Latina and/or Hispanic Breast Cancer Survivors Using Physical Activity (ROSA) Trial: A Study Protocol","Gonzalo-Encabo P, Wilson RL, Kang DW, Norris MK, Uno H, Christopher CN, Chow C, Sami N, Fox FS, Ligibel JA, Dieli-Conwright CM.","Front Oncol. 2022 May 10;12:864844. doi: 10.3389/fonc.2022.864844. eCollection 2022.","Gonzalo-Encabo P","Front Oncol","2022","2022/05/27","PMC9128380","","10.3389/fonc.2022.864844"
"41966653","Continuous bed motion versus step-and-shoot acquisition in LAFOV PET/CT: insights from multi-phantom and patient studies","Linder PM, Lan W, Calderón E, Rausch I, la Fougère C, Schmidt FP.","EJNMMI Phys. 2026 Apr 12;13(1):33. doi: 10.1186/s40658-026-00867-3.","Linder PM","EJNMMI Phys","2026","2026/04/12","PMC13076829","","10.1186/s40658-026-00867-3"
"42345746","Sensory Blurring in Nociplastic Pain: The Role of Descending Inhibitory Dysfunction and Gut-Brain Axis Alterations in Older Adults","Nagamine T.","Geriatrics (Basel). 2026 Jun 16;11(3):71. doi: 10.3390/geriatrics11030071.","Nagamine T","Geriatrics (Basel)","2026","2026/06/25","PMC13299331","","10.3390/geriatrics11030071"
"39367721","The Efficacy of Cabazitaxel in Treating Prostate Cancer: A Systematic Review and Meta-Analysis","Hashim HT, Khan MA, Shah SI, Al-Ghuraibawi MA, Sulaiman FA, Nasrallah J, Maroun R, Hashim AT, Ahmed N, Merza ZH.","Am J Mens Health. 2024 Sep-Oct;18(5):15579883241285162. doi: 10.1177/15579883241285162.","Hashim HT","Am J Mens Health","2024","2024/10/05","PMC11459482","","10.1177/15579883241285162"
"39027547","Evaluation of fiscal policy with text mining under ""dual carbon"" target in China","Zhang J.","Heliyon. 2024 Jun 22;10(13):e33466. doi: 10.1016/j.heliyon.2024.e33466. eCollection 2024 Jul 15.","Zhang J","Heliyon","2024","2024/07/19","PMC11255857","","10.1016/j.heliyon.2024.e33466"
"37508442","PACAP and VIP Neuropeptides' and Receptors' Effects on Appetite, Satiety and Metabolism","Vu JP, Luong L, Sanford D, Oh S, Kuc A, Pisegna R, Lewis M, Pisegna JR, Germano PM.","Biology (Basel). 2023 Jul 17;12(7):1013. doi: 10.3390/biology12071013.","Vu JP","Biology (Basel)","2023","2023/07/29","PMC10376325","","10.3390/biology12071013"
"40260139","Evaluation of pressure-induced pain in patients with disorders of consciousness based on functional near infrared spectroscopy","Zhang T, Wang N, Chai X, He Q, Cao T, Yuan L, Lan Q, Yang Y, Zhao J.","Front Neurol. 2025 Apr 7;16:1542691. doi: 10.3389/fneur.2025.1542691. eCollection 2025.","Zhang T","Front Neurol","2025","2025/04/22","PMC12009939","","10.3389/fneur.2025.1542691"
"30319888","Direct approach to compute Jacobians for diffuse optical tomography using perturbation Monte Carlo-based photon ""replay""","Yao R, Intes X, Fang Q.","Biomed Opt Express. 2018 Sep 4;9(10):4588-4603. doi: 10.1364/BOE.9.004588. eCollection 2018 Oct 1.","Yao R","Biomed Opt Express","2018","2018/10/16","PMC6179418","","10.1364/BOE.9.004588"
"39851837","Cognitive and Neural Differences in Exact and Approximate Arithmetic Using the Production Paradigm: An fNIRS Study","Yue T, Guan B, Wu Y.","Behav Sci (Basel). 2025 Jan 1;15(1):33. doi: 10.3390/bs15010033.","Yue T","Behav Sci (Basel)","2025","2025/01/24","PMC11761643","","10.3390/bs15010033"
"34707402","Adverse Effects of Higher Preoperative Pain at Rest, a Central Sensitization-Related Symptom, on Outcomes After Total Hip Arthroplasty in Patients with Osteoarthritis","Ohashi Y, Fukushima K, Uchida K, Koyama T, Tsuchiya M, Saito H, Uchiyama K, Takahira N, Inoue G, Takaso M.","J Pain Res. 2021 Oct 20;14:3345-3352. doi: 10.2147/JPR.S322314. eCollection 2021.","Ohashi Y","J Pain Res","2021","2021/10/28","PMC8542571","","10.2147/JPR.S322314"
"41169512","Broadband circularly polarized magneto-electric dipole antenna for millimeter-wave communication","Wu T, Zhang C.","iScience. 2025 Aug 28;28(10):113469. doi: 10.1016/j.isci.2025.113469. eCollection 2025 Oct 17.","Wu T","iScience","2025","2025/10/31","PMC12570361","","10.1016/j.isci.2025.113469"
"34722025","Role of the Treatment of Post-Concussion Syndrome in Preventing Long-Term Sequela Like Depression: A Systematic Review of the Randomized Controlled Trials","Dhandapani TPM, Garg I, Tara A, Patel JN, Dominic JL, Yeon J, Memon MS, Gergal Gopalkrishna Rao SR, Bugazia S, Khan S.","Cureus. 2021 Sep 23;13(9):e18212. doi: 10.7759/cureus.18212. eCollection 2021 Sep.","Dhandapani TPM","Cureus","2021","2021/11/01","PMC8544623","","10.7759/cureus.18212"
"41342531","Approaches for community intervention and research priority setting to reduce health inequalities: a scoping review","Shuttleworth CE, Birch JM, Bell L, Ogunyemi M, Ley CD, Lully H, Wilcox J, Grant R, Whitehouse J, Dracup N, Staniszewska S, Chen YF.","J Public Health (Oxf). 2026 Mar 6;48(1):70-86. doi: 10.1093/pubmed/fdaf151.","Shuttleworth CE","J Public Health (Oxf)","2026","2025/12/04","PMC13017089","","10.1093/pubmed/fdaf151"
"38915776","Systematic review: pain, cognition, and cardioprotection-unpacking oxytocin's contributions in a sport context","Szabó P, Bonet S, Hetényi R, Hanna D, Kovács Z, Prisztóka G, Križalkovičová Z, Szentpéteri J.","Front Physiol. 2024 Jun 10;15:1393497. doi: 10.3389/fphys.2024.1393497. eCollection 2024.","Szabó P","Front Physiol","2024","2024/06/25","PMC11194439","","10.3389/fphys.2024.1393497"
"31161134","Successful scientific quality review of Pleura and Peritoneum by PubMed Central","Reymond MA.","Pleura Peritoneum. 2019 Mar 26;4(1):20180129. doi: 10.1515/pp-2018-0129. eCollection 2019 Mar 1.","Reymond MA","Pleura Peritoneum","2019","2019/06/05","PMC6535969","","10.1515/pp-2018-0129"
"23802936","MeSH indexing based on automatically generated summaries","Jimeno-Yepes AJ, Plaza L, Mork JG, Aronson AR, Díaz A.","BMC Bioinformatics. 2013 Jun 26;14:208. doi: 10.1186/1471-2105-14-208.","Jimeno-Yepes AJ","BMC Bioinformatics","2013","2013/06/28","PMC3706357","","10.1186/1471-2105-14-208"
"34552831","Prevention of Central Line-Associated Bloodstream Infections Through Educational Interventions in Adult Intensive Care Units: A Systematic Review","Foka M, Nicolaou E, Kyprianou T, Palazis L, Kyranou M, Papathanassoglou E, Lambrinou E.","Cureus. 2021 Aug 18;13(8):e17293. doi: 10.7759/cureus.17293. eCollection 2021 Aug.","Foka M","Cureus","2021","2021/09/23","PMC8449032","","10.7759/cureus.17293"
"38045245","Navigational Bronchoscopy versus Computed Tomography-guided Transthoracic Needle Biopsy for the Diagnosis of Indeterminate Lung Nodules: protocol and rationale for the VERITAS multicenter randomized trial","Lentz RJ, Frederick-Dyer K, Planz VB, Koyama T, Aboudara MC, Swanner B, Roller L, Low SW, Salmon C, Avasarala SK, Hoopman TC, Wahidi MM, Mahmood K, Cheng GZ, Katsis JM, Kurman JS, D'Haese PF, Johnson J, Grogan EL, Walston C, Yarmus L, Silvestri GA, Rickman OB, Rahman NM, Maldonado F.","medRxiv [Preprint]. 2023 Nov 23:2023.11.22.23298915. doi: 10.1101/2023.11.22.23298915.","Lentz RJ","medRxiv","2023","2023/12/04","PMC10690353","","10.1101/2023.11.22.23298915"
"38983957","Mapping global research trends: Nutrition associations with nonalcoholic fatty liver disease - a Scopus bibliometric analysis","Shakhshir M, Zyoud SH.","World J Gastroenterol. 2024 Jun 28;30(24):3106-3119. doi: 10.3748/wjg.v30.i24.3106.","Shakhshir M","World J Gastroenterol","2024","2024/07/10","PMC11230064","","10.3748/wjg.v30.i24.3106"
"35760536","Examining anti-inflammatory therapies in the prevention of cardiovascular events: protocol for a systematic review and network meta-analysis of randomised controlled trials","Boczar KE, Shin S, Bezzina KA, Geejo A, Pearson AL, Shahab S, Fehlmann CA, Visintini S, Beanlands R, Wells GA.","BMJ Open. 2022 Jun 27;12(6):e062702. doi: 10.1136/bmjopen-2022-062702.","Boczar KE","BMJ Open","2022","2022/06/27","PMC9237867","","10.1136/bmjopen-2022-062702"
"36767008","Pharmacological Support for the Treatment of Obesity-Present and Future","Kosmalski M, Deska K, Bąk B, Różycka-Kosmalska M, Pietras T.","Healthcare (Basel). 2023 Feb 2;11(3):433. doi: 10.3390/healthcare11030433.","Kosmalski M","Healthcare (Basel)","2023","2023/02/11","PMC9914730","","10.3390/healthcare11030433"
"39367917","Use of tissue adhesive for neonatal intravenous access devices: A scoping review","de Souza S, Takashima M, Silva TL, Nugyen L, Kleidon TM, Jardine L, Dargaville TR, Ullman A, August D, Kuerten Rocha P.","Eur J Pediatr. 2024 Dec;183(12):5103-5112. doi: 10.1007/s00431-024-05800-3. Epub 2024 Oct 5.","de Souza S","Eur J Pediatr","2024","2024/10/05","PMC11527952","","10.1007/s00431-024-05800-3"
"41498334","Understanding the needs and key determinants of maternal, newborn, and child health among migrants in transit: a scoping review","Azasi E, Asamoah PE, Diaconu K.","Glob Health Action. 2026 Dec;19(1):2607905. doi: 10.1080/16549716.2025.2607905. Epub 2026 Jan 7.","Azasi E","Glob Health Action","2026","2026/01/07","PMC12781938","","10.1080/16549716.2025.2607905"
"34993709","Does morphological assessment predict oocyte developmental competence? A systematic review and proposed score","Bartolacci A, Intra G, Coticchio G, dell'Aquila M, Patria G, Borini A.","J Assist Reprod Genet. 2022 Jan;39(1):3-17. doi: 10.1007/s10815-021-02370-3. Epub 2022 Jan 7.","Bartolacci A","J Assist Reprod Genet","2022","2022/01/07","PMC8866588","","10.1007/s10815-021-02370-3"
"28419406","Routine oro/nasopharyngeal suction versus no suction at birth","Foster JP, Dawson JA, Davis PG, Dahlen HG.","Cochrane Database Syst Rev. 2017 Apr 18;4(4):CD010332. doi: 10.1002/14651858.CD010332.pub2.","Foster JP","Cochrane Database Syst Rev","2017","2017/04/19","PMC6478281","","10.1002/14651858.CD010332.pub2"
"35877314","Different Neural Activities for Actions and Language within the Shared Brain Regions: Evidence from Action and Verb Generation","Wang Z, Xi Q, Zhang H, Song Y, Cao S.","Behav Sci (Basel). 2022 Jul 21;12(7):243. doi: 10.3390/bs12070243.","Wang Z","Behav Sci (Basel)","2022","2022/07/25","PMC9312291","","10.3390/bs12070243"
"","Another leap forward: PubMed Central indexing and Global Review Series","Sakai D, Mauck R, Alini M.","JOR Spine. 2019 Dec 19;2(4):e1075. doi: 10.1002/jsp2.1075. eCollection 2019 Dec.","Sakai D","JOR Spine","2019","","PMC6920677","","10.1002/jsp2.1075"
"35269191","Accuracy Evaluation of Thermoelastic Stress Analysis with the Use of Experimental and Numerical Methods","Misiewicz R, Moczko P, Bajcar A.","Materials (Basel). 2022 Mar 7;15(5):1961. doi: 10.3390/ma15051961.","Misiewicz R","Materials (Basel)","2022","2022/03/10","PMC8911757","","10.3390/ma15051961"
"40191790","A comparative analysis of patient satisfaction with various methods of digital smile design and simulation","Babaei M, Kazemian M, Barekatain M.","Dent Res J (Isfahan). 2025 Mar 19;22:10. doi: 10.4103/drj.drj_254_24. eCollection 2025.","Babaei M","Dent Res J (Isfahan)","2025","2025/04/07","PMC11970902","","10.4103/drj.drj_254_24"
"37701892","Anticholinergic action is rarely a good thing","Bishara D.","Ther Adv Psychopharmacol. 2023 Sep 8;13:20451253231195264. doi: 10.1177/20451253231195264. eCollection 2023.","Bishara D","Ther Adv Psychopharmacol","2023","2023/09/13","PMC10493059","","10.1177/20451253231195264"
"38671730","Design, Manufacture, and Characterization of a Critical-Sized Gradient Porosity Dual-Material Tibial Defect Scaffold","Lee MC, Pan CT, Chen WF, Lin MC, Shiue YL.","Bioengineering (Basel). 2024 Mar 25;11(4):308. doi: 10.3390/bioengineering11040308.","Lee MC","Bioengineering (Basel)","2024","2024/04/27","PMC11047886","","10.3390/bioengineering11040308"
"40998119","A Comprehensive Review of Nutritional Influences on the Serotonergic System","Tang J, Krushelnycky L, Shaqo A, Cho CE.","Adv Nutr. 2025 Nov;16(11):100524. doi: 10.1016/j.advnut.2025.100524. Epub 2025 Sep 23.","Tang J","Adv Nutr","2025","2025/09/25","PMC12553067","","10.1016/j.advnut.2025.100524"
"39429274","Comparative Analysis of Bariatric Surgery and Non-surgical Therapies: Impact on Obesity-Related Comorbidities","Abhishek F, Ogunkoya GD, Gugnani JS, Kaur H, Muskawad S, Singh M, Singh G, Soni U, Julka D, Udoyen AO.","Cureus. 2024 Sep 18;16(9):e69653. doi: 10.7759/cureus.69653. eCollection 2024 Sep.","Abhishek F","Cureus","2024","2024/10/21","PMC11488464","","10.7759/cureus.69653"
"38369737","Knot-and-ear sign: a pathognomonic ultrasonographic feature of suture granuloma after thyroid surgery","Suh PS, Jeong SY, Baek JH, Kim TY, Lee YM, Song DE, Park YS, Ahn JY, Chung SR, Choi YJ, Lee JH.","Ultrasonography. 2024 Mar;43(2):141-150. doi: 10.14366/usg.23210. Epub 2024 Jan 23.","Suh PS","Ultrasonography","2024","2024/02/19","PMC10915117","","10.14366/usg.23210"
"37945270","Total adrenalectomy versus subtotal adrenalectomy for bilateral pheochromocytoma: meta-analysis","Schiavone D, Ballo M, Filardo M, Dughiero S, Torresan F, Rossi GP, Iacobone M.","BJS Open. 2023 Nov 1;7(6):zrad109. doi: 10.1093/bjsopen/zrad109.","Schiavone D","BJS Open","2023","2023/11/09","PMC10635800","","10.1093/bjsopen/zrad109"
"42238737","Respiratory surveillance through point of care molecular testing and its impacts on nursing home RSV, influenza, and SARS-CoV-2 awareness and reporting behavior: a pilot study","Davidson HE, Han LF, McConeghy KW, Perez I, Sillman EA, Nugent C, Wallace T, Holland L, Dickerson E, Canaday DH, Gravenstein S, Abul Y.","Antimicrob Steward Healthc Epidemiol. 2026 May 28;6(1):e155. doi: 10.1017/ash.2026.10409. eCollection 2026.","Davidson HE","Antimicrob Steward Healthc Epidemiol","2026","2026/06/04","PMC13227118","","10.1017/ash.2026.10409"
"42005805","Liver resection at the time of secondary cytoreduction in ovarian cancer","Harlev C, Finch L, Chi DS, Jarnagin WR, Soares K.","Gynecol Oncol Rep. 2026 Apr 14;64:102022. doi: 10.1016/j.gore.2026.102022. eCollection 2026 Apr.","Harlev C","Gynecol Oncol Rep","2026","2026/04/20","PMC13084082","","10.1016/j.gore.2026.102022"
"41157587","Symptomatology of Long COVID Associated with Inherited and Acquired Thrombophilic Conditions: A Systematic Review","Heath AM, Li D.","Viruses. 2025 Sep 28;17(10):1315. doi: 10.3390/v17101315.","Heath AM","Viruses","2025","2025/10/29","PMC12567858","","10.3390/v17101315"
"29662793","Journal of Orthopaedic Translation now indexed in PubMed Central©","Qin L, Chen CH.","J Orthop Translat. 2018 Apr 4;13:A1-A2. doi: 10.1016/j.jot.2018.03.004. eCollection 2018 Apr.","Qin L","J Orthop Translat","2018","2018/04/18","PMC5892379","","10.1016/j.jot.2018.03.004"
"34795941","A modified system for classifying the bilateral superior pulmonary veins using three-dimensional computed tomography bronchography and angiography images","Wang J, Lin H, Bian C, Chen Z, Huang J, Xia Y, Wu W, Zhu Q, Yuan M, Chen L.","J Thorac Dis. 2021 Oct;13(10):5933-5941. doi: 10.21037/jtd-21-985.","Wang J","J Thorac Dis","2021","2021/11/19","PMC8575819","","10.21037/jtd-21-985"
"37986842","An extra-genital cell population contributes to urethra closure during mouse penis development","Amato CM, Xu X, Yao HH.","bioRxiv [Preprint]. 2023 Nov 11:2023.11.09.564741. doi: 10.1101/2023.11.09.564741.","Amato CM","bioRxiv","2023","2023/11/21","PMC10659392","","10.1101/2023.11.09.564741"
